Row,z_1,z_2
0,-0.39542180271515154,3.048582482871416
1,-0.7219078283430336,2.4069821684559685
2,-1.090610471827974,3.2374263875887865
3,,
4,-1.5616781106816173,2.7919494338639677
5,-1.5756951649587023,3.071664439566042
6,-1.090610471827974,3.2374263875887865
7,,
8,1.8626705640510401,-1.8522886870410944
9,1.6263706473853778,-2.0898119909388235
10,1.069736067930412,-2.1750252765027285
11,,
12,0.26429963889187097,-2.2584734125267323
13,-0.586361694037684,-1.1290654724203686
14,1.069736067930412,-2.1750252765027285
15,,
16,-0.8388886383594135,-1.4771467190159635
17,-0.586361694037684,-1.1290654724203686
18,0.02430634030618582,-2.1766473695663944
