Row,kDN,DS,DCP,TD_P,TD_U,CL,CLD,N1,N2,LSC,LSR,Harmfulness,Usefulness,F2,F3,F4
1,0.597852927763021,1.0561984636189716,1.5168906734413392,1.3509354058680254,-0.29304121533767247,0.9253565450389917,0.9253565450389917,-0.9165378540363832,0.7751189305266037,-0.35319488869816656,-1.5296791085302353,-0.6454941147943103,1.1045061647768344,-4.3746977997659515,-3.877308138609066,-1.5703107155033504
2,1.1554195516530723,1.2200971307529465,0.8301587990974424,1.3509354058680254,0.3938023539261248,1.0699951158331729,1.0699951158331729,-0.9165378540363832,0.5915561794781327,-0.35319488869816656,-0.9562056858647863,-0.6454941147943103,0.12336458876935616,-0.8151863987923668,0.42202496881163926,-0.466859768753
3,0.2338899484005066,0.4666697174108955,0.8301587990974424,1.3509354058680254,-1.710889195583504,0.9484677447623744,0.9484677447623744,-0.9165378540363832,0.6218703201089671,-0.35319488869816656,-1.0717108887605697,-0.6454941147943103,-0.5540995803806434,-0.35407381654550013,1.21389961111776,0.07010006767002915
4,-0.7604987470959229,0.4666697174108955,0.8301587990974424,1.3509354058680254,-1.710889195583504,0.9261491560940339,0.9261491560940339,-0.9165378540363832,0.06296315525787259,-1.9035401663209641,-1.9859629520796824,-0.6454941147943103,-1.0213898027796307,0.1438340329314653,2.4543599700309,1.0489665978152365
5,0.9005507411351644,0.2086010095253459,0.34450260709082037,1.3509354058680254,0.07091381394014236,1.1579850327538705,1.1579850327538705,0.6491505349930052,0.6701436614781021,0.9135074424168484,-1.097098572572945,1.8530607653250124,0.44993664453200366,-0.35407381654550013,1.7446145562061723,1.2521178858174167
6,1.1554195516530723,1.0561984636189716,0.19204179117375647,0.5851709641105918,1.1698872748098534,-0.13806454306384272,-0.13806454306384272,1.3032340795220538,1.7287486026866834,1.3125660953657583,1.1606887988541823,1.5179066795565528,1.1045061647768344,-0.5697485719832573,-0.9559649273613,-1.2129752130849016
7,0.2338899484005066,1.2200971307529465,0.8301587990974424,1.3509354058680254,0.3938023539261248,1.4784898475406487,1.4784898475406487,-0.9165378540363832,0.7118299115321415,-1.5502580635278616,-0.24276750705925124,-0.6454941147943103,1.1045061647768344,0.1438340329314653,-0.5821797919586478,-1.284399306652265
8,1.5587347774811766,1.0561984636189716,1.350727650516158,1.3509354058680254,0.3938023539261248,0.943322261654295,0.943322261654295,1.3032340795220538,1.264897150755528,1.3125660953657583,-0.22221620312864884,1.5179066795565528,1.1045061647768344,-0.35407381654550013,0.600691625802702,0.027270401944991318
9,0.2338899484005066,1.0561984636189716,0.8301587990974424,1.3509354058680254,1.1698872748098534,1.3795459779813606,1.3795459779813606,0.6491505349930052,0.8089949811762468,-0.35319488869816656,-0.46953358985350696,1.116389905422502,1.1045061647768344,0.1438340329314653,-0.13021014338949394,-0.9171776585350734
10,0.597852927763021,1.0561984636189716,1.5168906734413392,1.3509354058680254,-0.29304121533767247,0.9253565450389917,0.9253565450389917,0.6491505349930052,1.1604882511791321,0.495576647526377,-0.8104023077946031,0.48568121996794666,0.12336458876935616,-4.3746977997659515,-3.479057113142011,-1.0083376269082367
