Row,kDN,DS,TD_U,CL,CLD,N1,N2,LSC,LSR,Harmfulness,Usefulness,F2,F4
1,-0.6068395940051448,-0.15573403479697187,0.6948253554831438,-0.8409068852861818,-0.8409068852861818,0.4909489995116716,0.9345843682477005,1.076144685034503,0.732936405376993,1.5987739177226339,-1.439676889932701,-0.5118296237170419,-0.7395281464408638
2,-0.6068395940051448,0.012210498479343,1.4401497963115393,0.9159343880184179,0.9159343880184179,0.6935969792628359,1.028422314021066,1.076144685034503,0.7447211097311404,1.3139595910895183,-0.9535194553088262,-0.5180649982659231,-0.7530854335725414
3,-1.286883942442633,-1.3404072818833723,-0.7935409314320433,-1.6366992917306165,-1.6366992917306165,-1.0448078082395797,-0.2934466669479253,-0.95099059778028,-1.846401007415693,0.6814901417177249,-1.439676889932701,1.890886047254263,1.832639087912738
4,0.7183483993271397,0.18462350426545654,-0.6997805743180253,1.6780655589787503,1.6780655589787503,-1.0448078082395797,-0.261520644090096,-0.15084870937381437,-1.846401007415693,-0.7248429625633434,0.9329939034803214,1.9926969348621257,1.832639087912738
5,0.06124157283138513,0.3615206116136514,1.4688950491368133,-0.8409913147861091,-0.8409913147861091,-1.0448078082395797,-0.24513660894873238,-0.15084870937381437,0.7433719611227,-0.7248429625633434,0.9329939034803214,-0.5176306409475762,-0.7515547721221908
6,-0.6068395940051448,-0.7831509112604526,1.4401497963115393,-0.8409970914987599,-0.8409970914987599,-0.13990983389503545,1.3765517086133223,1.076144685034503,0.7445421917093756,1.3139595910895183,-1.7567848247092095,-0.5177963632508521,-0.7524294358081054
7,0.06124157283138513,-0.15573403479697187,0.9176107320831984,-0.8409460743498378,-0.8409460743498378,-1.0448078082395797,-1.07507640681764,-0.95099059778028,0.7341906161473606,-0.7248429625633434,0.9329939034803214,-0.5158763274927731,-0.7449947944778307
8,0.7183483993271397,1.9399097183871035,-1.2056037684040617,-0.8362540503633196,-0.8362540503633196,1.320557071623579,0.454920920851423,1.076144685034503,0.21883625410382407,-0.7248429625633434,0.9329939034803214,-0.30202755116296387,-0.2586817851092673
9,0.7183483993271397,0.9192685417372938,0.8320378128213087,0.9158721894336629,0.9158721894336629,0.09373723500751027,-0.39062665610033553,-0.95099059778028,0.7377318743661894,1.3139595910895183,-0.9535194553088262,-0.5134940678449438,-0.7439014648704373
10,-0.6068395940051448,-0.15573403479697187,-0.5220832969519151,0.8362074647504634,0.8362074647504634,-1.0448078082395797,-0.37315289204417207,-0.95099059778028,-1.3657732494164407,-0.7248429625633434,0.9329939034803214,0.6290240781012727,1.309590203735758
11,1.3653315772408803,-0.15573403479697187,0.3835944209246597,0.9154564773724911,0.9154564773724911,1.320557071623579,0.49523226646264135,1.076144685034503,0.6606230067588225,-0.7248429625633434,0.9329939034803214,-0.48690279672668557,-0.6772083588194427
12,-1.9800534317272407,-1.9401103544135405,-0.7935409314320433,0.9091219184804094,0.9091219184804094,-1.0448078082395797,-0.8323726533016887,-1.4725913637312629,-0.09376606200528301,-0.7248429625633434,0.9329939034803214,-0.17382354388036209,-0.016837275953857634
13,0.7183483993271397,1.7266097734938175,1.4970121371563547,-0.8409907671496727,-0.8409907671496727,1.320557071623579,0.7755999960591757,1.076144685034503,0.7438681896183748,0.6814901417177249,0.9329939034803214,-0.5174553758012702,-0.7513361062007121
14,2.0029299159217206,0.9192685417372938,-1.4368465008018902,-0.8294230805131158,-0.8294230805131158,1.320557071623579,1.1232845046264606,1.076144685034503,-0.15504393029040603,1.3139595910895183,0.9329939034803214,-0.12464527272982842,0.15109815174176136
15,0.7183483993271397,1.9399097183871035,-0.27776848391597403,-0.8397874915794222,-0.8397874915794222,0.9585687599127407,2.28177799484037,1.076144685034503,0.6248305703540316,1.5987739177226339,0.9329939034803214,-0.4435604923968629,-0.5995819566945148
16,2.0029299159217206,0.7288282052758756,-0.6997805743180253,0.5021017298403083,0.5021017298403083,-1.0448078082395797,-0.05947908356903999,-0.15084870937381437,-1.340905494171843,0.6814901417177249,0.9329939034803214,1.2474363355875417,1.502890878322903
17,0.06124157283138513,0.7288282052758756,0.8753852376569202,-0.8409245984467187,-0.8409245984467187,-1.0448078082395797,0.07497101428322893,-0.15084870937381437,0.7314342995206425,-0.7248429625633434,0.9329939034803214,-0.5139801090740502,-0.7414961397341719
18,-0.6068395940051448,0.012210498479343,1.4970121371563547,0.9159360653731761,0.9159360653731761,-1.0448078082395797,-1.6201403638739256,-0.95099059778028,0.7447026586040809,-0.7248429625633434,0.9329939034803214,-0.5181917872393919,-0.7530854335725414
19,0.06124157283138513,-0.3192260276226928,1.4688950491368133,0.915926826695099,0.915926826695099,1.320557071623579,0.39616238734768017,1.076144685034503,0.7428174460112147,-0.7248429625633434,0.9329939034803214,-0.5175923535037046,-0.7513361062007121
20,-0.6068395940051448,-1.3404072818833723,-0.7935409314320433,-1.6366992917306165,-1.6366992917306165,-1.0448078082395797,-2.0590151049591645,-0.15084870937381437,-1.846401007415693,-0.7248429625633434,-1.439676889932701,1.9926969348621257,1.832639087912738
21,1.3653315772408803,0.9192685417372938,1.4970121371563547,0.915930779769209,0.915930779769209,-1.0448078082395797,-0.6119755722207946,-0.15084870937381437,0.7442835607048184,-0.7248429625633434,-0.20845576438112698,-0.517809752591442,-0.7524294358081054
22,0.06124157283138513,0.3615206116136514,-1.2056037684040617,0.9126176813385044,0.9126176813385044,0.8166034983614915,-0.042667324121955695,-0.15084870937381437,0.464387277582364,1.5987739177226339,-0.9535194553088262,-0.3152493685123711,-0.3605801045183278
23,0.7183483993271397,1.3137949679419831,0.493311596434884,-0.8407571563728757,-0.8407571563728757,0.4909489995116716,0.38516541879143884,1.076144685034503,0.713096904562959,-0.7248429625633434,-0.20845576438112698,-0.5047925724857928,-0.7176615542929968
24,-0.6068395940051448,-0.9289986021507155,-0.7935409314320433,-0.7963959648206953,-0.7963959648206953,-1.0448078082395797,-2.170503197715473,-1.4725913637312629,-0.9283296796016176,-0.7248429625633434,-1.439676889932701,0.36822996178807127,0.7712347050552711
25,1.3653315772408803,0.7288282052758756,-1.3189260742195756,1.6776055669645609,1.6776055669645609,0.09373723500751027,-1.1321246600694992,-0.95099059778028,-1.846401007415693,0.6814901417177249,-0.20845576438112698,1.9926969348621257,1.832639087912738
26,0.06124157283138513,0.5429171588792461,-0.5220832969519151,-0.6889116235295609,-0.6889116235295609,-1.0448078082395797,-0.4086389298725497,-0.15084870937381437,-1.5710981005878002,-0.7248429625633434,0.9329939034803214,0.5135030133303895,1.3161501813801182
27,0.06124157283138513,0.18462350426545654,-0.6997805743180253,1.6780654442127758,1.6780654442127758,1.320557071623579,1.2627448707127609,1.076144685034503,-1.846401007415693,1.5987739177226339,0.9329939034803214,1.9926969348621257,1.832639087912738
28,2.0029299159217206,0.7288282052758756,0.8753852376569202,-0.8409188933172567,-0.8409188933172567,0.4909489995116716,-0.23724195674146092,-0.15084870937381437,0.7347209574113721,0.6814901417177249,-1.439676889932701,-0.5125438151494319,-0.7414961397341719
29,0.7183483993271397,0.18462350426545654,-1.4368465008018902,-0.8370740985922062,-0.8370740985922062,-1.0448078082395797,-0.25244202901075885,-0.15084870937381437,0.3545072845477254,-0.7248429625633434,-0.9535194553088262,-0.32125814298421423,-0.3078816174419682
30,2.0029299159217206,-0.15573403479697187,-0.3564333373946572,0.9146224278867802,0.9146224278867802,-1.0448078082395797,-0.40152803657778413,-0.15084870937381437,0.5096284089150461,-0.7248429625633434,0.9329939034803214,-0.4378928193953698,-0.5132089177104399
31,-1.286883942442633,-0.9289986021507155,-0.9917695249306604,-1.6330192637160668,-1.6330192637160668,0.4909489995116716,0.34672291566665314,1.076144685034503,-1.7731084779198458,-0.7248429625633434,-0.9535194553088262,1.9926969348621257,1.832639087912738
32,-0.6068395940051448,0.012210498479343,0.7418039216564859,0.9158564044567297,0.9158564044567297,-1.0448078082395797,-0.6268614259951981,-0.15084870937381437,0.730343904287565,-0.7248429625633434,0.9329939034803214,-0.5127025424871677,-0.7384348168334706
33,0.06124157283138513,-0.3192260276226928,-0.9917695249306604,0.8917127646792933,0.8917127646792933,0.9585687599127407,0.9330926152765631,1.076144685034503,-0.23465394320337196,1.5987739177226339,-0.9535194553088262,0.25622951578296554,0.5573794338491312
