Row,kDN,DS,TD_U,CL,CLD,N1,N2,LSC,LSR,Harmfulness,Usefulness,F2,F4
1,0.4,0.5925925925925926,0.5818181818181818,0.4939231334068727,0.4939231334068727,0.5,0.5357768692514954,0.9983498349834984,0.9999806918459496,0.0049504950495049,0.995049504950495,0.6667894429524834,0.6668334057366696
2,0.4,0.6296296296296297,0.9454545454545454,0.5060775097953522,0.5060775097953522,0.6,0.5404951258860999,0.9983498349834984,0.9999991008486698,0.0033003300330033,0.9966996699669968,0.6666693158303091,0.6666711118810904
3,0.3,0.2962962962962963,0.1818181818181818,0.4885351060445032,0.4885351060445032,0.0,0.4746870382412539,0.995049504950495,0.9423001969824144,0.0016501650165016,0.995049504950495,0.7387992321455039,0.9542502855856916
4,0.6,0.6666666666666667,0.2,0.5114648938012764,0.5114648938012764,0.0,0.4762597840138185,0.9966996699669968,0.947546955264056,0.0,1.0,0.7849207339003711,0.9739293703557728
5,0.5,0.7037037037037037,0.9636363636363636,0.4939225579445725,0.4939225579445725,0.0,0.4770672177813295,0.9966996699669968,0.9999969975082172,0.0,1.0,0.6666776776074127,0.6666884036758634
6,0.4,0.4444444444444444,0.9454545454545454,0.4939225185711566,0.4939225185711566,0.25,0.558061610564478,0.9983498349834984,0.9999988219750648,0.0033003300330033,0.9933993399339934,0.666674487189536,0.6666778181416159
7,0.5,0.5925925925925926,0.6727272727272727,0.4939228662983704,0.4939228662983704,0.0,0.4364396370550374,0.995049504950495,0.999982654989306,0.0,1.0,0.6667114593442232,0.6667700255486189
8,0.6,1.0,0.109090909090909,0.4939548478873844,0.4939548478873844,1.0,0.5117702259145418,0.9983498349834984,0.9990848162733882,0.0,1.0,0.6709490081026803,0.673293427418715
9,0.6,0.8148148148148149,0.6363636363636364,0.5060770730056683,0.5060770730056683,0.3333333333333333,0.4699048170475883,0.995049504950495,0.9999881928553456,0.0033003300330033,0.9966996699669968,0.6667573576977175,0.6667827933004986
10,0.4,0.5925925925925926,0.2363636363636363,0.5055180102485658,0.5055180102485658,0.0,0.4707641361959291,0.995049504950495,0.9933602481609008,0.0,1.0,0.6928545397494963,0.7161018573948059
11,0.7,0.5925925925925926,0.4727272727272727,0.5060741536788884,0.5060741536788884,1.0,0.5137806013375243,0.9983498349834984,0.999865886989957,0.0,1.0,0.6672716211811157,0.6676008636843388
