Row,z_1,z_2
0,-0.8092541567636385,-1.9099914064313492
1,-1.2768913547717096,-1.7125627853699845
2,-1.474289038975719,-1.645587086458481
3,-1.5481306728257287,-1.6187975449612013
4,-1.703445801752428,-1.54353588689797
5,-2.134723572601089,-1.3833901101267039
6,-1.6742969439234336,-0.5059303782932858
7,-0.9050399843859638,-0.21608376859510967
8,-0.8522022116755588,0.05735467958693968
9,0.2812304138108481,0.9398997657827491
10,0.671539569964178,0.8109339056779646
11,0.9990827989830171,0.6493875176475264
12,1.4802020246126746,0.43479070940089065
13,1.6371603621176403,0.3864647478325313
14,1.6867748860154803,0.3629543300993733
15,1.9618331350024376,0.2579407896083396
16,2.202463416794567,0.15995704300903665
17,2.3843822772483447,0.09770384098348826
18,2.4318456393535364,-0.30601187864065965
19,1.804309170251893,-0.698594142871417
20,1.475784656080067,-1.217386147593135
21,1.3152559871528555,-1.3158476633521676
22,0.6291995302023504,-1.2720636859922627
23,0.5046199597225873,-2.0370384574082454
24,0.05923708829416952,-2.122653359418561
25,0.0012764046694925296,-2.1177175599459743
26,-0.5159274364233312,-2.0012112894616187
