Row,z_1,z_2
0,-1.2768913547717096,-1.7125627853699845
1,-1.4514043911350667,-0.3601774190242698
2,-0.9732597877562216,0.23894655841077084
3,0.6976954254245019,-1.2134609263236618
4,0.5046199597225873,-2.0370384574082454
5,0.05923708829416952,-2.122653359418561
6,0.0012764046694925296,-2.1177175599459743
7,-0.5159274364233312,-2.0012112894616187
8,-0.8092541567636385,-1.9099914064313492
9,,
10,-2.3477317276360545,-1.157357828958105
11,-2.005042371179683,-0.9407265287131379
12,-1.982468969506982,-1.347387599582411
13,-2.1755083626172578,-1.2271466791177608
14,,
15,-1.474289038975719,-1.645587086458481
16,-1.5481306728257287,-1.6187975449612013
17,-1.4514043911350667,-0.3601774190242698
18,,
19,0.5094706436490273,0.7990578812755573
20,0.7599191631478608,0.7360952492174438
21,0.9990827989830171,0.6493875176475264
22,1.2937639048607612,0.511138487563385
23,1.4802020246126746,0.43479070940089065
24,1.6371603621176403,0.3864647478325313
25,1.684936222563348,0.3724170481383686
26,1.9618331350024376,0.2579407896083396
27,2.202463416794567,0.15995704300903665
28,2.3843822772483447,0.09770384098348826
29,2.4318456393535364,-0.30601187864065965
30,1.804309170251893,-0.698594142871417
31,1.475784656080067,-1.217386147593135
32,1.3152559871528555,-1.3158476633521676
33,0.6976954254245019,-1.2134609263236618
34,,
35,0.45830725087046736,0.8256906376604318
36,0.5094706436490273,0.7990578812755573
37,-0.9732597877562216,0.23894655841077084
