Row,knn,tree,nb,logreg,svm_rbf,rf,knn_hat,tree_hat,nb_hat,logreg_hat,svm_rbf_hat,rf_hat
1,0.27055731072909145,0.2437112360631643,0.06802041036822508,0.12082728918839263,0.12685946668832448,0.07053251714728097,0.2684832835179532,0.2184221148415569,0.039122636945348836,0.11635111978216642,0.09911745451834075,0.035071562480797173
2,0.0470702704351673,0.2088737688566718,0.038444175345368474,0.013041957429634371,0.08598016021608428,0.07654895556608925,0.04657137161791698,0.18741825575942858,0.0352038209038689,0.013547076194758666,0.07791515597203634,0.06378581482068163
3,0.14729726637887156,0.21238682796354083,0.014984897036689785,0.04285514583349212,0.04888636807540009,0.04423502287506382,0.15255697151297115,0.18524800343967285,0.013830845052747232,0.040077951064549276,0.041289613345783224,0.03507111792921447
4,0.026262989123229007,0.18848273850432612,0.061643986861605674,0.016826406418343733,0.07814025794374613,0.08369763342087111,0.026518599585936803,0.18156432866443595,0.05782318813411625,0.02140043341809302,0.06959182627817863,0.07184610419174602
5,0.05778266825866694,0.19364240799031732,0.03118767546083148,0.023878205083120052,0.03372289213485832,0.07634950691486661,0.05766032012605328,0.3628821588986098,0.03327483994084743,0.02876812532321283,0.04036908971223941,0.06815484983133384
6,0.0488679539939384,0.21320251830873818,0.020365427399571864,0.010174700193968662,0.04998653924447488,0.07498756425562868,0.055410415665696114,0.187047485002658,0.020639483540953404,0.010134871675916205,0.05807178177297338,0.06561165952825018
7,0.8209539289603175,0.6713340674689522,0.9966956982036277,0.9678642590010443,0.9872261534993747,0.7736376557256419,0.792010031055206,0.6980119848108732,0.996644323290449,0.9690151557470411,0.9888706326789649,0.786404449177181
8,0.7339073499428377,0.680655548765319,0.9704933081916695,0.8350779752379687,0.7234329129507124,0.7436298930784333,0.745563955336687,0.709934695158036,0.9792124395789992,0.8348638399141114,0.7706465832733297,0.7864021845914977
9,0.07416996042758038,0.24818113382339113,0.015754639256888435,0.01798995362457947,0.026096781232263118,0.08007800028903016,0.07220670027367461,0.20635563465062276,0.016648364777879888,0.018869223853965608,0.02855736727830573,0.07443972505155469
10,0.5486244455953824,0.4073607315280014,0.9845791997808121,0.7228107043262739,0.8697554182059104,0.9578803156601805,0.5771398256166956,0.18745483262886237,0.9898973167900362,0.7438028183570479,0.9314000892995982,0.9828991729659217
11,0.12739484013709518,0.20494723079275698,1.135657046398617e-05,0.012081719884467443,0.032512470763930316,0.07476844155831149,0.1282180146882715,0.18564070503174185,0.0026941125268015766,0.009828294799276778,0.03729777582126903,0.07269775761950469
12,0.13750187660814975,0.21297196848983704,0.0051782903283965976,0.03413511387602356,0.03817417500023325,0.0461403488119455,0.1348695587063123,0.1945463994486765,0.010061631505634643,0.03141821867402253,0.034164132221422,0.05091962607899223
13,0.5312202819090448,0.6830768488356631,0.7152099135427915,0.6932468676398879,0.6635072500820004,0.7327064270056208,0.543886579986485,0.566213470516221,0.8408692752759246,0.6837991876920397,0.6449094152248827,0.5601056279122675
