Row,z_1,z_2
bnd_pnt_1,-1.4529292050291882,1.8929256987320502
bnd_pnt_2,-1.4955953638695567,1.4265769539482276
bnd_pnt_3,-1.449907878722366,-1.3835827438985182
bnd_pnt_4,-1.4165226356124903,-1.7988775633964906
bnd_pnt_5,-1.3758446381087863,-2.091465115371859
bnd_pnt_6,-0.21309679984148433,-2.162297023041249
bnd_pnt_7,3.5136465173431852,-2.2687920947094584
bnd_pnt_8,3.5563126761835537,-1.8024433499256363
bnd_pnt_9,3.5106251910363633,1.0077163479211095
bnd_pnt_10,3.4772399479264875,1.423011167419082
bnd_pnt_11,3.4365619504227833,1.7155987193944506
bnd_pnt_12,2.2738141121554816,1.7864306270638408
