Row,knn,tree,nb,logreg,svm_rbf,rf,knn_hat,tree_hat,nb_hat,logreg_hat,svm_rbf_hat,rf_hat
1,0.23199209148944452,0.357985333181989,0.492887271726575,0.2751417100951784,0.37614071394402276,0.23782588756289827,0.22466304993619826,0.35613456367087654,0.3982403735565688,0.10397186806341858,0.2988201231286498,0.24167276511390323
2,0.3099369900282165,0.43596247312179587,0.39731834546552103,0.15220569184345425,0.37911617269153836,0.32488896455879074,0.2802550925740494,0.41294528072254516,0.39821524738844793,0.8755594091464135,0.29864825304428233,0.33752185685760544
3,0.21425768303610232,0.34955443583854534,0.5076108721144087,0.27515858262746495,0.3789559614985029,0.09597488995118086,0.21457833497698067,0.33582248093286554,0.6128276567967442,0.1039575725650037,0.5154309128238521,0.08924400561934989
4,0.8071059405697035,0.6553974774452387,0.5667201208550386,0.1031563249991491,0.478126027745524,0.6855136585405035,0.805339168998824,0.5911295805116414,0.612797487098604,0.1039653194665185,0.6482411813230625,0.6964804907773299
5,0.37252751139557566,0.4119999418153668,0.34113101071078833,0.09105731847919615,0.36848228708627717,0.3654854213331095,0.3231824595992245,0.4333771974038095,0.39820190753209295,0.1038354079965338,0.5,0.36873373798877546
6,0.21266140247166643,0.3406183713763239,0.5233874883324799,0.14409885202174444,0.37953604933816165,0.21166522918022834,0.2115420949382405,0.35833900082125725,0.40604161771548986,0.1039240802727834,0.5157760726295891,0.21350640454260886
7,0.3923766094006977,0.38270451950391515,0.382863203816324,0.11804013796914317,0.47822208006736866,0.356916103335758,0.3559517544193047,0.4141022716696357,0.3645564609850854,0.10385392845511376,0.37635751528515254,0.35970281622890543
8,0.7297660163475796,0.47506621648752045,0.4301282082352411,0.22970222493020728,0.34981357189995643,0.556513776811456,0.7526437438975825,0.5,0.3712666179105581,0.10395730290270364,0.29869467240662134,0.5519173420021847
9,0.7899670360537537,0.5819242193387266,0.4711656222796097,0.274947235160286,0.3793756180457497,0.7260782397138095,0.8095887859047319,0.5958878880988244,0.6128137162261242,0.8756833060720255,0.5154309128238521,0.7292842951581138
10,0.219046779820362,0.36658479245515324,0.5396483784679073,0.27442277555530514,0.3800629173503624,0.24964939866718047,0.21961043691556,0.36476575058849464,0.6128509740874155,0.10387989649914398,0.2987258381172272,0.25481481538651235
11,0.8088137630999043,0.612952187845789,0.4466105210632197,0.8373942992572946,0.33590859051363703,0.8120117192119058,0.8038712095457444,0.6334822738400987,0.6127938428774119,0.8924875080486688,0.3124455507119772,0.8203804315250381
12,0.2181259802849967,0.3495414293856735,0.5173431793965309,0.27512771140087827,0.37839720739716737,0.07047905798520639,0.21636006199987143,0.3433757420120532,0.39823660697985475,0.10382054038597906,0.29860599989719955,0.07121000333580817
