Row,Part,Ring,Vertex,z_1,z_2
1,1,exterior,1,1.2018395569637044,0.5841044493172595
2,1,exterior,2,1.201948683044021,0.5839103626647453
3,1,exterior,3,1.759592758198456,-0.5328691761489344
4,1,exterior,4,1.7596982390192604,-0.5331121224118248
5,1,exterior,5,1.759721681161412,-0.5333759396898455
6,1,exterior,6,1.7677488809928046,-0.7618054271263395
7,1,exterior,7,1.7677456989200029,-0.7620392024127393
8,1,exterior,8,1.7675162224002872,-0.762083940953373
9,1,exterior,9,0.526631619275406,-0.9417718373770747
10,1,exterior,10,0.5256676143116783,-0.9419601732918351
11,1,exterior,11,0.5247267361901474,-0.9422421739076233
12,1,exterior,12,0.5238180622769957,-0.9426151185502155
13,1,exterior,13,0.5229503592399364,-0.9430754091392549
14,1,exterior,14,0.5221319984695084,-0.9436186049016693
15,1,exterior,15,0.5213708753139108,-0.9442394652151809
16,1,exterior,16,0.5206743329065796,-0.9449320001685728
17,1,exterior,17,0.5200490913213989,-0.9456895283509139
18,1,exterior,18,0.5195011827390426,-0.9465047413122074
19,1,exterior,19,0.5190358932499435,-0.9473697740735605
20,1,exterior,20,0.5186577118553616,-0.9482762810066131
21,1,exterior,21,0.518370287158579,-0.9492155163501559
22,1,exterior,22,0.5181763921640504,-0.9501784185871338
23,1,exterior,23,0.4213020877872651,-1.5929978374570561
24,1,exterior,24,0.42125619219162025,-1.5932253313225864
25,1,exterior,25,0.42104336014844257,-1.5931327981612293
26,1,exterior,26,-0.07771564046310764,-1.3462636059524027
27,1,exterior,27,-0.07791971517983243,-1.346150289473978
28,1,exterior,28,-0.07804982543242045,-1.3459564894831142
29,1,exterior,29,-1.0682808407627618,0.29118640888042124
30,1,exterior,30,-1.0683737130377318,0.29135868977749896
31,1,exterior,31,-1.0682134302203725,0.2912463715447173
32,1,exterior,32,0.5092183274375206,-0.9350120026680777
33,1,exterior,33,0.5100424647725564,-0.9355885981644992
34,1,exterior,34,0.5109203548343576,-0.9360794889394022
35,1,exterior,35,0.5118431163189452,-0.9364797088240348
36,1,exterior,36,0.51280141397399,-0.936785208935048
37,1,exterior,37,0.513785553040266,-0.9369928986356191
38,1,exterior,38,0.5147855773301078,-0.9371006768023338
39,1,exterior,39,0.5157913699506486,-0.9371074530815103
40,1,exterior,40,0.5167927556528554,-0.9370131589199238
41,1,exterior,41,0.5177796037709332,-0.9368187482583333
42,1,exterior,42,0.5187419307106956,-0.9365261878808019
43,1,exterior,43,0.5196700009500647,-0.9361384375174349
44,1,exterior,44,0.520554425529912,-0.9356594199018343
45,1,exterior,45,0.5213862570388461,-0.935093981086189
46,1,exterior,46,0.522157080131015,-0.9344478414154733
47,1,exterior,47,0.5228590966611922,-0.9337275376567354
48,1,exterior,48,0.5234852045758588,-0.9329403568689328
49,1,exterior,49,0.5240290697621736,-0.9320942626823268
50,1,exterior,50,0.5244851901279579,-0.9311978147332464
51,1,exterior,51,1.2017388263965432,0.5839058756963275
52,2,exterior,1,-0.3068271460689173,1.6550779300739804
53,2,exterior,2,-0.3067321540534718,1.6548762455199997
54,2,exterior,3,-0.19056373679578414,1.3730584917134998
55,2,exterior,4,-0.19048164626617614,1.3728264926703806
56,2,exterior,5,-0.19065465711121804,1.372651479360725
57,2,exterior,6,-1.1046848116845354,0.5376329168944434
58,2,exterior,7,-1.104848127113401,0.5374979255698338
59,2,exterior,8,-1.1048030065062189,0.5377049490415291
60,2,exterior,9,-0.9823303830327492,0.9905801766148834
61,2,exterior,10,-0.9822586787079285,0.9908027987410798
62,2,exterior,11,-0.9820782094086136,0.9909515702211246
63,2,exterior,12,-0.44891155815574824,1.389524891503648
64,2,exterior,13,-0.44806707369203247,1.3902319195505943
65,2,exterior,14,-0.4473054638492865,1.3910275281956321
66,2,exterior,15,-0.4466359672798714,1.3919020663664214
67,2,exterior,16,-0.446066705262839,1.3928449255417972
68,2,exterior,17,-0.3069412424779728,1.6548864042225795
69,3,exterior,1,0.701554827573196,1.2637465677182864
70,3,exterior,2,0.7016811707264968,1.2635246783383702
71,3,exterior,3,0.9637822767411098,0.7418910235608065
72,3,exterior,4,0.9638472147312092,0.7417441551875577
73,3,exterior,5,0.9637440034529419,0.7418671783303336
74,3,exterior,6,0.5108549513922211,1.3391730895319616
75,3,exterior,7,0.5107353973298316,1.339348290676679
76,3,exterior,8,0.5109362446147907,1.339280107225104
77,3,exterior,9,0.701322649741265,1.263852826570462
