Row,IsBetaEasy
1,True
2,True
3,False
4,False
5,False
6,False
7,True
8,False
9,False
10,True
11,False
12,True
13,False
14,False
15,False
16,False
17,False
18,False
19,False
20,True
21,False
22,False
23,False
24,True
25,False
26,True
27,False
28,False
29,False
30,False
31,True
32,True
33,True
34,False
35,False
36,True
37,False
38,False
39,True
40,False
41,True
42,False
43,False
44,True
45,True
46,True
47,True
48,True
49,True
50,False
51,False
52,False
53,False
54,True
55,True
56,True
57,False
58,False
59,False
60,True
61,False
62,False
63,False
64,False
65,True
66,False
67,False
68,True
69,True
70,True
71,True
72,True
73,False
74,True
75,True
76,True
77,False
78,True
79,True
80,False
81,False
82,False
83,True
84,True
85,True
86,False
87,True
88,False
89,False
90,False
91,False
92,False
93,True
94,True
95,False
96,True
97,False
98,True
99,True
100,True
101,True
102,False
103,False
104,True
105,False
106,False
107,True
108,True
109,False
110,False
111,False
112,False
113,False
114,False
115,False
116,True
117,False
118,False
119,False
120,False
121,True
122,False
123,False
124,False
125,True
126,True
127,False
128,True
129,False
130,True
131,False
132,True
133,False
134,False
135,False
136,True
137,False
138,True
139,False
140,True
141,True
142,True
143,False
144,True
145,True
146,False
147,True
148,False
149,True
150,True
151,True
152,True
153,True
154,False
155,True
156,True
157,False
158,True
159,True
160,True
161,False
162,False
163,True
164,True
165,False
166,True
167,True
168,False
169,True
170,False
171,False
172,False
173,False
174,True
175,True
176,True
177,True
178,False
179,False
180,False
181,True
182,False
183,True
184,True
185,True
186,False
187,False
188,True
189,False
190,False
191,True
192,True
193,True
194,False
195,True
196,True
197,False
198,True
199,False
200,True
201,False
202,False
203,True
204,True
205,True
206,True
207,True
208,True
209,True
210,False
211,True
212,True
213,False
214,True
215,False
216,True
217,True
218,False
219,False
220,False
221,True
222,True
223,False
224,True
225,False
226,False
227,False
228,False
229,False
230,False
231,False
232,False
233,False
234,True
235,False
236,False
237,True
238,False
239,True
240,False
241,False
242,True
243,True
244,True
245,False
246,False
247,False
248,False
249,False
250,True
251,True
252,False
253,False
254,True
255,False
256,False
257,True
258,False
259,False
260,True
261,False
262,False
263,True
264,False
265,False
266,False
267,True
268,False
269,True
270,True
271,False
272,False
273,True
274,False
275,True
276,False
277,True
278,True
279,False
280,True
281,True
282,True
283,True
284,True
285,False
286,True
287,True
288,False
289,True
290,True
291,False
292,False
293,False
294,True
295,False
296,True
297,True
298,False
299,True
300,True
301,False
302,False
303,True
304,False
305,True
306,True
307,False
308,False
309,False
310,False
311,False
312,False
313,True
314,False
315,True
316,True
317,False
318,False
319,True
320,True
321,False
322,False
323,False
324,True
325,False
326,True
327,False
328,False
329,False
330,False
331,False
332,False
333,True
334,False
335,True
336,False
337,False
338,True
339,False
340,False
341,False
342,False
343,False
344,True
345,False
346,True
347,True
348,False
349,False
350,False
351,False
352,False
353,False
354,False
355,True
356,True
357,True
358,False
359,True
360,False
361,True
362,False
363,False
364,False
365,True
366,True
367,False
368,True
369,False
370,False
371,True
372,True
373,False
374,False
375,False
376,True
377,False
378,True
379,True
380,False
381,True
382,False
383,False
384,False
385,True
386,True
387,False
388,True
389,True
390,True
391,True
392,True
393,True
394,True
395,False
396,True
397,True
398,False
399,True
400,True
401,False
402,True
403,True
404,False
405,True
406,True
407,True
408,False
409,False
410,False
411,False
412,False
413,False
414,False
415,True
416,True
417,False
418,False
419,False
420,True
421,True
422,False
423,False
424,True
425,True
426,True
427,True
428,False
429,False
430,True
431,True
432,False
433,False
434,False
435,True
436,True
437,False
438,True
439,True
440,False
