Row,kDN,DS,DCP,TD_P,TD_U,CL,CLD,MV,CB,N1,N2,LSC,LSR,Harmfulness,Usefulness,F2,F3,F4
1,0.062039682462969474,-0.0371723267146882,0.055074305128283006,-0.6215155576865655,-0.12204317937876487,0.5974441363429653,0.5974441363429653,1.3658959117703828,1.365895911769498,0.9283117025082126,-0.10193218810796377,-0.1616366801950753,-0.47093141017498785,-0.7515428208827645,0.0993976796941197,-0.5005476488076274,1.318211519660549,-0.20094041362422466
2,-1.4337822361298194,-0.22881090253958375,0.5775899222938418,1.6089701820518945,0.3864113411997915,-1.2309623144141417,-1.2309623144141417,-0.7321202087089251,-0.7321202087098097,-0.852783591395975,-0.8856015960956676,-1.9663745196588867,-0.6979949611265909,-0.7515428208827645,-1.6324383429541383,-0.5005476488076274,0.597940558583416,0.695660012478161
3,0.062039682462969474,0.5452858837555816,1.3952699738649512,-0.6215155576865655,-0.12204317937876487,0.2874411011000732,0.2874411011000732,1.3658959117703828,1.365895911769498,-0.852783591395975,0.2702075690269764,-0.8140021545840483,-0.9538515336729497,-0.7515428208827645,0.0993976796941197,-0.5005476488076274,-0.48686409087980537,-0.8439378687824348
4,-1.4337822361298194,-1.806735431203195,-1.1007193355684985,-0.6215155576865655,-0.6801117850773627,-1.2709824032281143,-1.2709824032281143,-0.7321202087089251,-0.7321202087098097,-0.852783591395975,-2.280243222900763,-1.9663745196588867,-0.7770773228620528,-0.7515428208827645,-1.9038676724944052,-0.5005476488076274,0.12188063924530466,1.068443801508329
5,0.4347101989165479,0.7513742866788126,0.055074305128283006,-0.6215155576865655,0.3864113411997915,-0.16239081793990678,-0.16239081793990678,1.3658959117703828,1.365895911769498,-0.852783591395975,0.18333632290422863,-0.5231414598616464,-2.786389536594671,-0.7515428208827645,0.5807229812704164,-0.5005476488076274,-0.5776622003424476,-1.2666325726950107
6,0.062039682462969474,-0.5644013565310136,-1.3886013012595027,1.6089701820518945,-1.9782899713102153,-1.013053120953926,-1.013053120953926,-0.7321202087089251,-0.7321202087098097,0.3368099162879238,-1.0924946837042073,0.8009261290727012,1.589339940393819,1.0318543467952668,-0.17497648774524682,-0.5005476488076274,-0.34412934703564146,-0.6427690096411087
7,1.969091132787549,1.0284512646068313,1.8192813849494063,-0.6215155576865655,-0.12204317937876487,1.7053833114317043,1.7053833114317043,1.3658959117703828,1.365895911769498,1.4620201006249185,1.9626413581787234,0.8452391006727372,0.9783382110892994,1.922866304938414,1.1736174047335637,0.7336854518976936,0.6993563578780242,-0.01947547100346879
8,1.0568786595747668,0.6466488868178577,0.5775899222938418,1.6089701820518945,0.3864113411997915,1.3313061177955743,1.3313061177955743,-0.7321202087089251,-0.7321202087098097,1.4620201006249185,1.1353234591916672,1.1479678721196707,0.928459005632494,1.6300971200748542,1.1736174047335637,-0.5005476488076274,-1.6742650259216194,-1.2733912417305897
9,-0.3640300841324564,0.4958394936561029,0.055074305128283006,-0.6215155576865655,0.3864113411997915,-0.16267237058718886,-0.16267237058718886,1.3658959117703828,1.365895911769498,-0.852783591395975,0.30440585466099135,-0.1616366801950753,-2.2748997986337667,-0.7515428208827645,0.5807229812704164,-0.5005476488076274,-0.2743504272549788,0.019594271782797438
10,1.5570469416558246,1.0284512646068313,1.8730403954204675,1.6089701820518945,-1.9782899713102153,1.7073896311448817,1.7073896311448817,1.3658959117703828,1.365895911769498,-0.852783591395975,0.4784983291678638,0.28748694112171974,-0.5182946817943068,0.43805044182625924,1.1736174047335637,-0.5005476488076274,-1.537277429609472,-1.6690499431187007
