Row,z_1,z_2
0,-1.1804521020176095,-2.0350349771906644
1,-1.386742691232955,-1.605214287430036
2,-1.4180417655751858,-1.2762870569845306
3,-1.5417737511878533,-0.8533013004498746
4,-1.5252731901055168,-0.38522647384965053
5,-1.4381921388690913,0.03153635006992258
6,-0.6784008870349789,1.2454677529232374
7,-0.3022516827081877,1.6189351468074227
8,-0.20644088641969835,1.9554731656791557
9,0.42109117956700054,2.1632169610595127
10,0.8892524747527064,1.773686276082565
11,1.0261874632528758,1.3340988438204544
12,1.207438663896248,1.1471635191791798
13,1.443463541950369,0.854566520381982
14,1.751880726556521,-0.5101304722815783
15,1.827039049384655,-0.7303020503862033
16,1.8680903654462795,-0.974178122801934
17,1.9013340819234514,-1.390570239573765
18,1.8722496100318864,-1.7510357927116964
19,1.8498594695466062,-1.9887359350286873
20,1.846813215379762,-2.0420663935790593
21,1.8431845905787576,-2.142470546084281
22,1.6078103575094704,-2.5012028889924696
23,1.2617473632082499,-2.9100685807047144
24,1.218381885030423,-2.6205693110973307
25,0.9290752688357904,-2.250942368903065
26,0.8986318905311947,-1.980436360720492
27,0.7154972013366924,-1.6298672170041468
28,-0.12689261078115827,-1.8925986418829623
29,-0.22070411305926635,-2.2091091986024756
30,-0.3632110341567195,-2.424704740503696
31,-0.5132620744105266,-2.3921771598402954
32,-0.8482848984397503,-2.4895174717564568
33,,
34,-1.0349787365931553,1.2783257319838073
35,-0.6784008870349789,1.2454677529232374
36,-1.4453078059997702,0.3555308093217533
37,-1.1747768724461487,1.2290039997065765
38,,
39,0.42109117956700054,2.1632169610595127
40,0.02138997705743199,2.3068093630311304
41,0.1777687404402762,2.3958287155204996
