Row,DS,DCP,TD_P,TD_U,CL,CLD,N2,LSC,LSR,Usefulness,F1,F2,F3,F4
1,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-1.359270042645648,-1.2696602633662106,-1.298461706415793,-1.303074748762363,-0.4607965957736534,-0.10220953096640654,-0.20990005430304567,-0.8229755801682614
2,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-1.0322645666879173,-1.210273192480397,-1.2971610809108685,-1.303074748762363,0.42148678914279863,-0.10220953096640654,0.28966720702474014,0.9757477833323439
3,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-1.323620594545919,-1.2696602633662106,-1.298461706415793,-1.303074748762363,-1.3159162147510524,-0.10220953096640654,-0.5773728205312537,-0.25891187786728975
4,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-1.1428647732596897,-1.2696602633662106,-1.298461706415793,-1.303074748762363,-1.3159162147510524,-0.10220953096640654,-0.32185385533866573,0.4892667875654486
5,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-1.1046544668571394,-1.2696602633662106,-1.298461706415793,-1.303074748762363,-0.4607965957736534,-0.10220953096640654,-0.6337216330324318,-1.3983819815885685
6,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827206046,0.5793795530039186,-1.141286162876264,-1.2696602633662106,-1.298461706415793,-1.2496648758667013,-1.3159162147510524,1.1228173665422951,0.6800845367416545,1.357096378285769
7,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-0.6175589602516423,-1.2696602633662106,-1.298461706415793,-1.303074748762363,-1.3159162147510524,0.47628812070122595,-0.8805451386093938,-1.238164852964602
8,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-1.5144009771730715,-1.2696602633662106,-1.298461706415793,-1.303074748762363,0.42148678914279863,-0.10220953096640654,-0.22506226505024066,-1.238164852964602
9,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-1.1359754719556925,-1.210273192480397,-1.1012661207482894,-1.303074748762363,-1.3159162147510524,-0.10220953096640654,-0.4808700774072706,1.1176310441881052
10,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-1.8944789810036464,-1.2696602633662106,-1.298461706415793,-1.303074748762363,0.42148678914279863,-0.6236084741729325,0.07437783403946446,0.4892667875654486
11,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-1.5649510350573514,-1.2696602633662106,-1.298461706415793,-1.2496648758667013,-0.4607965957736534,-0.10220953096640654,0.3231753699780339,1.357096378285769
12,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-1.2578853262273186,-1.2696602633662106,-1.298461706415793,-1.303074748762363,-1.3159162147510524,-0.10220953096640654,-0.5639944552463578,-1.238164852964602
13,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-0.9998908402116465,-1.210273192480397,-1.2972537039363088,-1.303074748762363,-1.3159162147510524,-0.6236084741729325,-0.07488832021880241,0.9757477833323439
14,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-0.8272339565260683,-1.210273192480397,-1.297450463259801,-1.303074748762363,-1.3159162147510524,-0.6236084741729325,-0.9637248245140335,0.9757477833323439
15,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-0.32300303711600725,-1.2696602633662106,-1.298461706415793,-1.2496648758667013,-1.3159162147510524,-0.10220953096640654,-1.4238419934003794,-1.8040160299317316
16,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-0.13400431133875348,-1.2696602633662106,-1.298461706415793,-0.8674404818928748,-1.3159162147510524,0.21071620727086163,-0.9898517931776356,-1.3983819815885685
17,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-1.1766559428858694,-1.2696602633662106,-1.298461706415793,-1.2496648758667013,-1.3159162147510524,1.091182160224381,0.28764664362257625,1.357096378285769
18,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-1.339834109145359,-1.2696602633662106,-1.298461706415793,-1.303074748762363,-0.4607965957736534,0.47628812070122595,-0.03538045313326805,-0.8229755801682614
19,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827205154,0.579379553003742,-0.31136707580216405,-1.2696602633662106,-1.298461706415793,-1.2496648758667013,-0.4607965957736534,0.47628812070122595,-0.46236055885763216,-1.3983819815885685
20,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-1.2094275594419497,-1.2696602633662106,-1.298461706415793,-1.2496648758667013,-0.4607965957736534,0.47628812070122595,-0.3810835730199459,-0.8229755801682614
21,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204694,0.5793795530036222,-0.7069564153566263,-1.2696602633662106,-1.298461706415793,-1.2496648758667013,0.42148678914279863,-0.10220953096640654,1.0759495501330716,1.357096378285769
22,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204694,0.5793795530036222,-0.9147670581473158,-1.2696602633662106,-1.298461706415793,-1.2496648758667013,-0.4607965957736534,1.1228173665422951,-0.04371682150467411,-0.8229755801682614
23,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-0.4207762932679044,-1.2696602633662106,-1.298461706415793,-1.303074748762363,-2.142113798408521,-0.10220953096640654,-1.5657213093594635,-1.8283177993981403
24,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624829154408,0.5793795533923847,-0.2602214716683061,-1.2696602633662106,-1.298461706415793,-1.303074748762363,0.42148678914279863,1.8517561342660396,1.1976928144239871,-0.8148366377711104
25,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827205588,0.5793795530038051,-1.2302101205370344,-1.2696602633662106,-1.298461706415793,-1.303074748762363,-1.3159162147510524,-0.10220953096640654,-0.2394896820902458,-1.238164852964602
26,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-0.9849176659707443,-1.210273192480397,-1.213134383139794,-1.303074748762363,0.42148678914279863,-0.10220953096640654,0.7449273942900977,0.9757477833323439
27,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827206302,0.5793795530039628,-0.6568409034371591,-1.2696602633662106,-1.298461706415793,-1.303074748762363,0.42148678914279863,1.1228173665422951,0.262381406465952,-1.238164852964602
28,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-1.329510459346921,-1.2696602633662106,-1.298461706415793,-1.2496648758667013,-0.4607965957736534,-0.10220953096640654,0.21834802192628736,0.028714717894071776
29,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-1.3177214069701153,-1.2696602633662106,-1.298461706415793,-1.303074748762363,0.42148678914279863,-0.10220953096640654,0.31498548182160535,0.028714717894071776
30,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-1.2275255763377988,-1.2696602633662106,-1.298461706415793,-1.303074748762363,-1.3159162147510524,-0.10220953096640654,-0.327423791625248,-0.25891187786728975
31,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-0.973610670750957,-1.2696602633662106,-1.298461706415793,-1.303074748762363,-1.3159162147510524,-0.10220953096640654,0.11068413881048443,0.4892667875654486
32,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827206863,0.5793795530040574,-0.5709262253224494,-1.2696602633662106,-1.298461706415793,-1.2496648758667013,0.42148678914279863,1.1228173665422951,1.2962080674812573,1.357096378285769
33,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-0.43935130354429175,-1.2696602633662106,-1.298461706415793,-1.2496648758667013,-1.3159162147510524,-0.6236084741729325,-0.6811934062878681,0.028714717894071776
34,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-0.46535259612740726,-1.2696602633662106,-1.298461706415793,-1.2496648758667013,-1.3159162147510524,-0.10220953096640654,-0.7106884104174691,0.028714717894067255
35,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-1.8944789810036464,-1.2696602633662106,-1.298461706415793,-1.303074748762363,0.42148678914279863,-0.6236084741729325,0.07437783403946446,0.4892667875654486
36,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-0.9554308719468206,-1.2696602633662106,-1.298461706415793,-1.303074748762363,0.42148678914279863,-0.10220953096640654,-0.040644956853996106,-0.25891187786728975
37,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-0.6873538643448589,-1.2696602633662106,-1.298461706415793,-1.2496648758667013,-0.4607965957736534,-0.10220953096640654,0.045433771374294475,0.028714717894067255
38,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-1.8944789810036464,-1.2696602633662106,-1.298461706415793,-1.303074748762363,0.42148678914279863,-0.6236084741729325,0.07437783403946446,0.4892667875654486
39,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-1.1718330248944486,-1.210273192480397,-1.2973520171997275,-1.303074748762363,-1.3159162147510524,-0.10220953096640654,-0.5948259026757392,0.9757477833323439
40,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-1.5046965825103695,-1.2696602633662106,-1.298461706415793,-1.303074748762363,0.42148678914279863,-0.10220953096640654,0.05731588614735444,-0.8229755801682614
41,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-1.32585754026093,-1.2696602633662106,-1.298461706415793,-1.303074748762363,-0.4607965957736534,0.47628812070122595,-0.39242493332398587,-1.3983819815885685
42,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204694,0.5793795530036222,0.912821104775019,-0.2283197979917073,-0.18764458357795555,-1.303074748762363,-1.3159162147510524,0.47628812070122595,-1.3519621935466204,-1.8040160299317316
43,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-1.0828822141475376,-1.2696602633662106,-1.298461706415793,-1.303074748762363,-1.3159162147510524,-0.10220953096640654,-0.9634524562316407,-0.25891187786728975
44,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624833668396,0.5793795542924493,-0.3946216676483203,-1.2696602633662106,-1.298461706415793,-1.2496648758667013,-0.4607965957736534,1.829679643869823,0.7035505461107929,-1.3983819815885685
45,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827288964,0.5793795530204078,-0.6593364635990386,-1.2696602633662106,-1.298461706415793,-1.2496648758667013,-0.4607965957736534,1.1228173665422951,0.26515180039193226,-0.8229755801682614
46,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-0.9324037201287956,-1.210273192480397,-1.2971408253228542,-1.303074748762363,-1.3159162147510524,0.47628812070122595,0.2562074588933322,0.9757477833323439
47,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-1.2221371673070438,-1.2696602633662106,-1.298461706415793,-1.2496648758667013,-0.4607965957736534,-0.10220953096640654,-0.4583972567556159,-0.8229755801682614
48,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-1.3287395208651218,-1.2696602633662106,-1.298461706415793,-1.303074748762363,-1.3159162147510524,-0.10220953096640654,-0.6497708203417742,-0.25891187786728975
49,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-1.5601805381001086,-1.2696602633662106,-1.298461706415793,-1.2496648758667013,-0.4607965957736534,-0.10220953096640654,0.3231753699780339,1.357096378285769
50,-1.1715767253867884,-0.7172994775542136,-1.1881801116419763,-1.2930135186976341,0.7316624827204566,0.5793795530035969,-1.1389862460579203,-1.2696602633662106,-1.298461706415793,-1.303074748762363,0.42148678914279863,-0.10220953096640654,-0.11211278359911583,-0.8148366377711104
51,-0.026100292596296076,-0.7172994775542136,1.2596813491250658,0.9975077591683587,1.8908583745692373,1.958818757176829,0.6720433797053569,0.765703988478335,0.8184933792009509,1.295371702764786,1.3294228892479731,0.7715235720432814,-0.6095038990206931,-1.0974321279931696
52,-0.026100292596296076,-0.7172994775542136,1.2596813491250658,0.9975077591683587,0.12948557313735404,0.6896297614486839,1.0390037414032407,0.7114993016972794,0.9997666995686928,1.0406990713066624,1.3294228892479731,0.7455957963429027,-0.19293150003706672,-1.0974321279931696
53,-0.026100292596296076,-0.7172994775542136,1.2596813491250658,0.9975077591683587,2.023185276768095,1.958818757176829,0.3919436105495533,0.9814453718704005,1.0372919258139985,1.231399005863521,1.3294228892479731,1.0189882374280452,-0.13014087565082386,-0.5613332937462369
54,-0.026100292596296076,-0.7172994775542136,1.2596813491250658,0.9975077591683587,-1.1582481017018564,-1.326812764185084,-0.05050595528282245,0.2737413049343938,0.27572405030532465,0.17610757760636503,0.42148678914279863,-0.5468618024526647,-0.32609633514393366,-0.180938200962751
55,-0.026100292596296076,-0.7172994775542136,1.2596813491250658,0.9975077591683587,-0.026066916284336553,0.4874823483363899,1.7734967810859412,1.460930288367281,1.3912296948144096,0.4187211340805086,1.3294228892479731,1.2349308877235738,0.9195140297859759,1.9005116806367095
