Row,z_1,z_2
0,-1.4008404894082314,1.6653213965944538
1,-1.8720744424396805,1.6123466196079044
2,-1.549905841534379,1.9525473788194723
3,,
4,-0.5153752932636642,-2.0305756688212466
5,-0.7119986191287536,-1.94885114148553
6,-0.8848481956901184,-1.8448209782142053
7,-0.6292358469684128,-1.2095863207945707
8,-0.25644532616029303,-1.9163623839452069
9,-0.14607983088395787,-1.9832786258873458
10,-0.3022872153972873,-2.0599943282136173
11,-0.3705601802039318,-2.0710560669595286
12,-0.4522722408748021,-2.060322894738961
13,,
14,-1.1532748010028724,-1.5202557796313125
15,-1.0302519852603704,-1.7211927830178597
16,-1.3694349047806482,-1.605574679661792
17,,
18,0.6089274780791023,0.8039647646713961
19,0.2284415527329585,0.9000761749392104
20,-0.25605370401766536,1.503190703072694
21,0.5425614327480048,1.6672004476150715
22,0.8016994742008307,1.2525572513677172
23,1.215767560358276,1.022443684520355
24,1.3885119894869964,0.6774040583394043
25,0.9485412840921873,0.5157887735736897
26,,
27,-0.25605370401766536,1.503190703072694
28,-0.5427723435475864,1.2225865245548164
29,-0.6029628608424745,1.5224353998109625
30,,
31,1.017311103301985,0.43121614355678917
32,1.3885119894869964,0.6774040583394043
33,1.413734860374345,0.6307124946085788
34,1.5955670983615153,0.24388793822495852
35,1.7100742324689413,0.16803915467856398
36,1.8297033849056346,-0.03991142605501471
37,1.8347792366102917,-0.17653023744349353
38,1.3852184774972998,-0.15770680235112383
39,1.1778216220457287,-0.07317240413491259
