Row,z_1,z_2
0,-0.7508989966152722,-1.6273801485901225
1,-0.6491865618121184,-1.825326568258488
2,-0.5824360687474219,-1.7993001363232273
3,,
4,1.3852184774972998,-0.15770680235112383
5,1.670184304851988,0.06292990876114302
6,1.868710859030552,-0.15430099414517767
7,,
8,1.017311103301985,0.43121614355678917
9,1.413734860374345,0.6307124946085788
10,1.4528915411440766,0.37075399247380475
11,,
12,0.9485412840921873,0.5157887735736897
13,1.0341969105856887,0.9889454471851951
14,1.2815997427777317,0.7539908024919305
