Row,DS,DCP,TD_P,TD_U,CL,CLD,N2,LSC,LSR,Usefulness,F1,F2,F3,F4
1,0.0,0.0,0.25,0.2,0.0660819301995656,0.050373142935755,0.0377237851662404,0.0,0.0,0.02,0.375,0.3,0.4137963822493649,0.5217391304347823
2,0.0,0.0,0.25,0.2,0.0660819301995656,0.050373142935755,0.0637779941577408,0.02,0.0005197505197505,0.02,0.5,0.3,0.4319676888919199,0.6159139784946236
3,0.0,0.0,0.25,0.2,0.0660819301995656,0.050373142935755,0.0404427415921669,0.0,0.0,0.02,0.25,0.3,0.3996390489994494,0.5559038662486938
4,0.0,0.0,0.25,0.2,0.0660819301995656,0.050373142935755,0.0546772068511198,0.0,0.0,0.02,0.25,0.3,0.409558530821011,0.5941855834328952
5,0.0,0.0,0.25,0.2,0.0660819301995656,0.050373142935755,0.0577864838393731,0.0,0.0,0.02,0.375,0.3,0.3974032424627999,0.4799999999999998
6,0.0,0.0,0.25,0.2,0.0660819301995686,0.0503731429357581,0.0548049476688866,0.0,0.0,0.04,0.25,0.3571428571428571,0.4454026774090844,0.6315789473684209
7,0.0,0.0,0.25,0.2,0.0660819301995656,0.050373142935755,0.1009122006841504,0.0,0.0,0.02,0.25,0.3259259259259259,0.3873917786708484,0.4924924924924925
8,0.0,0.0,0.25,0.2,0.0660819301995656,0.050373142935755,0.0262105730786317,0.0,0.0,0.02,0.5,0.3,0.4132261671768194,0.4924924924924925
9,0.0,0.0,0.25,0.2,0.0660819301995656,0.050373142935755,0.0552351375332741,0.02,0.077139761646804,0.02,0.25,0.3,0.4034268849233459,0.6218708827404479
10,0.0,0.0,0.25,0.2,0.0660819301995656,0.050373142935755,0.0,0.0,0.0,0.02,0.5,0.2780748663101604,0.4242792676005713,0.5941855834328952
11,0.0,0.0,0.25,0.2,0.0660819301995656,0.050373142935755,0.0225664563013963,0.0,0.0,0.04,0.375,0.3,0.4331458627880695,0.6315789473684209
12,0.0,0.0,0.25,0.2,0.0660819301995656,0.050373142935755,0.0455311973018548,0.0,0.0,0.02,0.25,0.3,0.4001672475810406,0.4924924924924925
13,0.0,0.0,0.25,0.2,0.0660819301995656,0.050373142935755,0.0665013525698828,0.02,0.0004827419744147,0.02,0.25,0.2780748663101604,0.4188235702204178,0.6159139784946236
14,0.0,0.0,0.25,0.2,0.0660819301995656,0.050373142935755,0.0815076123282585,0.02,0.0004041220448575,0.02,0.25,0.2780748663101604,0.3839345448908093,0.6159139784946236
15,0.0,0.0,0.25,0.2,0.0660819301995656,0.050373142935755,0.1306748466257667,0.0,0.0,0.04,0.25,0.3,0.363980801489061,0.4444444444444444
16,0.0,0.0,0.25,0.2,0.0660819301995656,0.050373142935755,0.1515513126491647,0.0,0.0,0.18,0.25,0.3138033763654418,0.3828396024307711,0.4799999999999998
17,0.0,0.0,0.25,0.2,0.0660819301995656,0.0503731429357551,0.0519574237777377,0.0,0.0,0.04,0.25,0.3555555555555555,0.4318964882931392,0.6315789473684209
18,0.0,0.0,0.25,0.2,0.0660819301995656,0.050373142935755,0.039202657807309,0.0,0.0,0.02,0.375,0.3259259259259259,0.4202778637308464,0.5217391304347823
19,0.0,0.0,0.25,0.2,0.0660819301995668,0.0503731429357563,0.1319172722191167,0.0,0.0,0.04,0.375,0.3259259259259259,0.4041475621963426,0.4799999999999998
