Row,DS,TD_P,CL,LSR,F2,F3
1,-1.1676641203540463,-1.188399881753615,0.7294090524435677,-1.2941273665291815,-0.10183963207477875,-0.20936543122778917
2,-1.1676641203540463,-1.188399881753615,0.7294090524435677,-1.2928310737064916,-0.10183963207477875,0.2887972685200361
3,-1.1676641203540463,-1.188399881753615,0.7294090524435677,-1.2941273665291815,-0.10183963207477875,-0.5757834135948607
4,-1.1676641203540463,-1.188399881753615,0.7294090524435677,-1.2941273665291815,-0.10183963207477875,-0.3210025904907231
5,-1.1676641203540463,-1.188399881753615,0.7294090524435677,-1.2941273665291815,-0.10183963207477875,-0.6319652284333187
6,-1.1676641203540463,-1.188399881753615,0.7294090524437165,-1.2941273665291815,1.1187885823563075,0.67807941645369
7,-1.1676641203540463,-1.188399881753615,0.7294090524435677,-1.2941273665291815,0.4745086795075712,-0.8780311421524482
8,-1.1676641203540463,-1.188399881753615,0.7294090524435677,-1.2941273665291815,-0.10183963207477875,-0.22448491260649628
9,-1.1676641203540463,-1.188399881753615,0.7294090524435677,-1.0975888545425265,-0.10183963207477875,-0.47956269751161895
10,-1.1676641203540463,-1.188399881753615,0.7294090524435677,-1.2941273665291815,-0.6213226694107397,0.07411504025929092
11,-1.1676641203540463,-1.188399881753615,0.7294090524435677,-1.2941273665291815,-0.10183963207477875,0.3222100870621501
12,-1.1676641203540463,-1.188399881753615,0.7294090524435677,-1.2941273665291815,-0.10183963207477875,-0.5624444310049682
13,-1.1676641203540463,-1.188399881753615,0.7294090524435677,-1.292923388182852,-0.6213226694107397,-0.07473283962154224
14,-1.1676641203540463,-1.188399881753615,0.7294090524435677,-1.2931194920550264,-0.6213226694107397,-0.9609436961902166
15,-1.1676641203540463,-1.188399881753615,0.7294090524435677,-1.2941273665291815,-0.10183963207477875,-1.4194283063754922
16,-1.1676641203540463,-1.188399881753615,0.7294090524435677,-1.2941273665291815,0.20991784954693368,-0.9869852995988134
17,-1.1676641203540463,-1.188399881753615,0.7294090524435677,-1.2941273665291815,1.0872563449607795,0.28678244522692664
18,-1.1676641203540463,-1.188399881753615,0.7294090524435677,-1.2941273665291815,0.4745086795075712,-0.03533566248066207
19,-1.1676641203540463,-1.188399881753615,0.729409052443625,-1.2941273665291815,0.4745086795075712,-0.4611067677962155
20,-1.1676641203540463,-1.188399881753615,0.7294090524435677,-1.2941273665291815,0.4745086795075712,-0.38006346131595636
21,-1.1676641203540463,-1.188399881753615,0.7294090524435788,-1.2941273665291815,-0.10183963207477875,1.0727142252475057
22,-1.1676641203540463,-1.188399881753615,0.7294090524435788,-1.2941273665291815,1.1187885823563075,-0.043648677942909164
23,-1.1676641203540463,-1.188399881753615,0.7294090524435677,-1.2941273665291815,-0.10183963207477875,-1.5607353151206498
24,-1.1676641203540463,-1.188399881753615,0.7294090526378255,-1.2941273665291815,1.8456790036846544,1.194057635396226
25,-1.1676641203540463,-1.188399881753615,0.7294090524436708,-1.2941273665291815,-0.10183963207477875,-0.23887163182528273
26,-1.1676641203540463,-1.188399881753615,0.7294090524435677,-1.2090843204001462,-0.10183963207477875,0.7427272145005334
27,-1.1676641203540463,-1.188399881753615,0.7294090524437512,-1.2941273665291815,1.1187885823563075,0.26158889933192503
28,-1.1676641203540463,-1.188399881753615,0.7294090524435677,-1.2941273665291815,-0.10183963207477875,0.21768011954670358
29,-1.1676641203540463,-1.188399881753615,0.7294090524435677,-1.2941273665291815,-0.10183963207477875,0.3140435298040673
30,-1.1676641203540463,-1.188399881753615,0.7294090524435677,-1.2941273665291815,-0.10183963207477875,-0.32655669342915294
31,-1.1676641203540463,-1.188399881753615,0.7294090524435677,-1.2941273665291815,-0.10183963207477875,0.110319438975894
32,-1.1676641203540463,-1.188399881753615,0.7294090524437973,-1.2941273665291815,1.1187885823563075,1.2922407767430943
33,-1.1676641203540463,-1.188399881753615,0.7294090524435677,-1.2941273665291815,-0.6213226694107397,-0.6792947941825853
