Row,knn,tree,nb,logreg,svm_rbf,rf,knn_hat,tree_hat,nb_hat,logreg_hat,svm_rbf_hat,rf_hat
1,0.015582730497516564,0.03212336384724692,0.01481737527791278,0.012258270655536464,0.03884041226114853,0.011721524418605024,0.029285169087396225,0.0027375564343159356,0.01621837688178165,0.00925835110091026,0.012434766885079905,0.013820866928898988
2,0.010183766489207945,0.012478171212852275,0.014458539323495065,0.011179523185822361,0.01650209425827069,0.018994358551719555,0.02894570211916816,1.7603546822892086e-05,0.015862219055767714,0.00910662146403552,0.012286036194537567,0.012249129140607539
3,0.01672947628339251,2.8837379236909354e-06,0.015571128946950622,0.013313608279035844,0.013830458927964561,0.017664969862998873,0.029590491423592283,0.0030056561782314194,0.016912479934061145,0.00938982731835101,0.012729633977207127,0.015065169969302414
4,0.010327693961773335,2.437567206358683e-06,0.017629843943660996,0.012297645131305239,0.03870125061336954,0.011998146370599433,0.029373066390372588,0.002816232821522572,0.01641407505734731,0.009296464755556634,0.012516229933417609,0.014191118440499372
5,0.016915899221934004,0.03292985973105918,0.017732302610046446,0.012418218348146139,0.02038070929965558,0.01278964582335557,0.029641587357141532,0.003049345416341302,0.017018010246532017,0.009411634108208574,0.012776158540924594,0.01526338707672305
6,0.010254998660890656,0.011193127863175714,0.013028462885348282,0.008193497879773944,0.010095678762884494,0.009292728928881258,0.029110441492058683,6.3994396110085185e-06,0.017323317781212783,0.00923795952083062,0.012827568332750738,0.006853561540628252
7,0.016657793002973747,0.03164453188814084,0.018710146997859233,0.008153365147093876,0.01769330131905125,0.010913186531272013,0.029026264980855806,0.0025433798194231996,0.017527634451531535,0.009218345770250906,0.012978021973113566,0.012873908684586106
8,0.01676681296179007,0.03792168350495991,0.01484313507084846,0.011365696862456205,0.016569576153978957,0.021037883860445417,0.029296810635502442,0.002748062628475104,0.016243185297045767,0.009263415062735703,0.012445029924766746,0.01387056062092361
9,0.01649730050909004,0.012876866024103628,0.02093646873376345,0.012136271291867673,0.015020201351809466,0.016568889902291398,0.029206561335717137,0.002521390061759249,0.017504154298971192,0.009137565382487906,0.012978860293067608,0.012747892716070472
10,0.016995390823273948,0.01930269424938625,0.01685354118686703,0.012522820342580888,0.013907549793577256,0.01873084355071686,0.029977393922736593,0.0032155880993379213,0.01679827582613426,0.009507953412566432,0.012773795467361336,0.015952335007120826
11,0.018354573307967977,0.01612184735242778,0.011711293480445506,0.01209761323264805,0.016516041585045087,0.014401001715035212,0.028928095576349476,1.7349161574368007e-05,0.015878179308440037,0.009099165472398751,0.012291761821059921,0.012162196681649366
12,0.018605954431761947,0.014123788021193628,0.017719958395102212,0.008386662645307937,0.020255376273307146,0.012610033503331453,0.02957852732365819,0.0029953873945547747,0.016886749874283045,0.009384715339431093,0.012718373637514997,0.015018400274893148
13,0.015843115157498477,0.019724484662911657,0.012296165953537448,0.013552725661773889,0.013762317540483906,0.019342025156664645,0.030136767472697237,0.00334193843908705,0.01663735044709563,0.009577029196925452,0.012724496078750739,0.01649852987360356
