Row,Part,Ring,Vertex,z_1,z_2
1,1,exterior,1,-1.9862052171000455,1.8436134789775305
2,1,exterior,2,-1.9861168614248341,1.843833292279995
3,1,exterior,3,-1.5989431954676208,2.6876367897787734
4,1,exterior,4,-1.5988322562966744,2.6878502252654184
5,1,exterior,5,-1.598602803360132,2.6879224302273177
6,1,exterior,6,-1.00028333738452,2.8443438237223946
7,1,exterior,7,-1.0000508603277356,2.844392533610747
8,1,exterior,8,-0.9999172990939834,2.8441961166257554
9,1,exterior,9,-0.8291808600610687,2.56446080322801
10,1,exterior,10,-0.8286079978164483,2.5636213498484692
11,1,exterior,11,-0.8279528910725958,2.5628443760510393
12,1,exterior,12,-0.8272223061200049,2.5621379068338883
13,1,exterior,13,-0.8264237888282093,2.5615092389864227
14,1,exterior,14,-0.8255655867080327,2.5609648657241677
15,1,exterior,15,0.09912556759571978,2.0383327030301714
16,1,exterior,16,0.09935528835612002,2.0381855987564133
17,1,exterior,17,0.09952477403589417,2.0379718561554405
18,1,exterior,18,0.5978713186251463,1.3329182459056859
19,1,exterior,19,0.5984618226086449,1.3321624927693074
20,1,exterior,20,0.5991220109927263,1.3314667851761355
21,1,exterior,21,0.5998458109833245,1.3308375226464362
22,1,exterior,22,0.6006265646500756,1.3302804935004051
23,1,exterior,23,0.6014570901698078,1.3298008216138546
24,1,exterior,24,0.6023297478890984,1.3294029192858445
25,1,exterior,25,0.6032365105982187,1.329090446651807
26,1,exterior,26,1.1569860190030528,1.1675254278129314
27,1,exterior,27,1.1572221163736005,1.1674433437938427
28,1,exterior,28,1.1573886340612498,1.1672569259452634
29,1,exterior,29,1.5835439187463756,0.6384977475225286
30,1,exterior,30,1.5841889710858854,0.637772456970482
31,1,exterior,31,1.584901301310548,0.6371131205187157
32,1,exterior,32,1.5856741982801799,0.6365259500324606
33,1,exterior,33,1.5865003802317303,0.6360164774733098
34,1,exterior,34,1.5873720633836028,0.6355895027804565
35,1,exterior,35,1.5882810352696897,0.635249048648599
36,1,exterior,36,1.5892187321122115,0.6349983226285693
37,1,exterior,37,1.723322370379284,0.606033327399855
38,1,exterior,38,1.7235560950116722,0.6059705622380266
39,1,exterior,39,1.7236536853732103,0.6057491061686616
40,1,exterior,40,1.826240839907928,0.3376371000009056
41,1,exterior,41,1.826309440221644,0.3374281965756651
42,1,exterior,42,1.826095383782593,0.3374784607281042
43,1,exterior,43,1.5021360238943158,0.4302106858379643
44,1,exterior,44,1.5012607640059654,0.43041912396922477
45,1,exterior,45,1.5003703118881806,0.4305480477942171
46,1,exterior,46,1.4994718759852812,0.4305964136406366
47,1,exterior,47,1.4985727293724302,0.43056382997422327
48,1,exterior,48,0.61594004023388,0.35871425387907807
49,1,exterior,49,0.615697195733793,0.35870671658817144
50,1,exterior,50,0.6155812496395462,0.3589202271621623
51,1,exterior,51,0.2624139177117272,1.0951163632015317
52,1,exterior,52,0.2619447855227455,1.0959821916707642
53,1,exterior,53,0.26139276848196535,1.0967976799512198
54,1,exterior,54,0.26076321974123645,1.097554919894645
55,1,exterior,55,0.2600622443113772,1.0982465682125102
56,1,exterior,56,0.2592966398592017,1.0988659176871052
57,1,exterior,57,0.2584738307875573,1.0994069622143778
58,1,exterior,58,0.2576017962376271,1.0998644550477643
59,1,exterior,59,0.25668899271169093,1.1002339596781963
60,1,exterior,60,0.25574427206670675,1.1005118928568791
61,1,exterior,61,0.25477679567396305,1.100695559343631
62,1,exterior,62,0.2537959455772352,1.1007831780438102
63,1,exterior,63,0.25281123351098383,1.1007738992803737
64,1,exterior,64,0.25183220866088507,1.1006678130335688
65,1,exterior,65,0.25086836506118076,1.1004659480683538
66,1,exterior,66,0.2499290495268557,1.1001702619580145
67,1,exterior,67,-0.08726254700369016,0.9754681889796192
68,1,exterior,68,-0.08750134403500547,0.9753934939479352
69,1,exterior,69,-0.08773063013782721,0.9754936500909132
70,1,exterior,70,-0.7770132723625796,1.3194981471285514
71,1,exterior,71,-0.7778250777435116,1.3198591884744666
72,1,exterior,72,-0.778665724785547,1.3201467495648238
73,1,exterior,73,-0.7795285775989013,1.3203585604532528
74,1,exterior,74,-0.7804068250061319,1.3204929491494404
75,1,exterior,75,-0.7812935343081315,1.3205488548174693
76,1,exterior,76,-1.4780558476997585,1.3334592541235684
77,1,exterior,77,-1.4783127521774933,1.333477363199845
78,1,exterior,78,-1.4785604232323264,1.333547981171494
79,1,exterior,79,-1.934006318363343,1.4893478987206201
80,1,exterior,80,-1.934231089448185,1.4894375184546262
81,1,exterior,81,-1.9342780954507248,1.4896748877302917
82,1,exterior,82,-1.9861821048421475,1.8433777027344138
