Row,knn,tree,nb,logreg,svm_rbf,rf,knn_hat,tree_hat,nb_hat,logreg_hat,svm_rbf_hat,rf_hat
1,0.06652123935287131,0.4208242836330374,0.6916530001949219,0.11749775978125922,0.3074721939815596,0.14340521145814336,0.0522524673963663,0.49404156268682325,0.652198262575181,0.1588587553215098,0.28138508715442123,0.13639444076498702
2,0.046514955104200104,0.5901497379058431,0.8314179464017022,0.4413639502606952,0.3693475114710534,0.1033216610654785,0.06264522214197955,0.6775778221258052,0.8245579700856178,0.32808072301941643,0.36579187181013934,0.14128122363846451
3,0.04491869083503799,0.15413585248889297,0.5167136327767535,0.05114141961116413,0.2516817764399095,0.13757920787430006,0.046685550150315176,0.22746879341808393,0.34963711577088596,0.0635998475470374,0.2029102166847725,0.11843668250920138
4,0.0992992512046795,0.1515250465246102,0.07040431573176155,0.12167086217520076,0.24918372432697372,0.06348824416462455,0.052274919328625255,0.10440457235184085,0.04635133478258927,0.12312420138789408,0.18556066749101943,0.05234491181694589
5,0.93986178298836,0.2797962075280863,0.9612703289097583,0.8369052563926475,0.7138184901980577,0.7333019610342391,0.8986420867353685,0.2313761357309673,0.8852497193767382,0.8589119600072745,0.7007360705087723,0.8074425202155827
6,0.24439792735951715,0.7858690624958646,2.7527686142594576e-06,2.1412872156460427e-06,0.10211004623530315,0.7784955645824183,0.1520930317298186,0.7070196039205062,1.1912365638208402e-06,1.588093110754457e-06,0.09408668139431066,0.8019073060989358
7,0.05592101075812078,0.13076522856429368,0.9617837446857227,0.9827655681319963,0.7953958874832153,0.08260098333929039,0.047355500199117745,0.10903202423556797,0.9669448948582815,0.9842399341201192,0.7903981932943834,0.07572886253145115
8,0.63155508799551,0.844979157027694,0.8211785284900149,0.2651811790414745,0.7134935877483497,0.908349120247658,0.8059533498351338,0.7957543517509549,0.8390207622922567,0.4683841401488425,0.6694888791427925,0.9268835598489288
9,0.9396822614863753,0.550910957045917,0.9389659808084241,0.9957114197284436,0.9283051834649738,0.8809728307348765,0.8942490076268207,0.5370644484220349,0.9010765329400272,0.9694435719856004,0.8795081426894095,0.8753182829229023
10,0.07014857483812824,0.775288578789201,0.03485486100475131,0.42421201054022734,0.35183789383091096,0.6306148357763514,0.06311259145599936,0.7238690708398888,0.02534736605671301,0.2699415148011742,0.3527401389088479,0.5885025182519898
11,0.8486200898886207,0.7947183693107017,0.9786847381759088,0.5761760678470087,0.8599739871960929,0.877069600109846,0.4893559136572909,0.7627809561328337,0.9481175432309189,0.859061374715703,0.820969830174796,0.8992866626497529
12,0.47277053169631744,0.771329967290526,4.351863234749958e-06,1.1837712617686359e-06,0.10032025973046566,0.6978551526561807,0.31919712652211585,0.7034978282221888,2.652644757071502e-06,2.5569592884852986e-06,0.11236543543606242,0.8308222115900489
13,0.12243895786122524,0.09174832468546143,0.995931305131471,0.998275964140297,0.9067665396612993,0.276221652530136,0.05619319896702599,0.10437914967697205,0.9943524543815712,0.9866031125793341,0.9040786339218642,0.1782206663163763
14,0.7452732369724716,0.6381062247081786,0.8085515987385643,0.4001378871176966,0.7591791455947281,0.9404184046972806,0.6181678547966178,0.7627036827506128,0.8391722173824164,0.635415196344361,0.7794399142588753,0.9095667016901541
15,0.05433184697709027,0.10010805755024609,0.9541934638555236,0.9829311697429789,0.8091284353381509,0.0777765191342119,0.046051346938352805,0.10431895631144997,0.9589492333357821,0.979505401726133,0.768535830117386,0.0762938089254999
16,0.29339091745366325,0.15015836922733478,0.9889437601371138,0.9963720073755361,0.8567507925905433,0.1054537139908997,0.052248257523977555,0.10438036914030745,0.989909635757595,0.9835949992944439,0.8569453125988932,0.08345540895941775
17,0.08867515051158298,0.4268734220404618,0.09300772572647438,0.573980283501631,0.43761051621108665,0.7534683175193589,0.052258071431632636,0.7626847814271246,0.0710507686793313,0.4284461718317508,0.400478083276734,0.6410277148703925
18,0.05035694378990093,0.33609310549290705,0.45135707694549493,0.0359379688256042,0.12872171966112847,0.09804766887896643,0.04892079013275647,0.14663680781059557,0.312899257289836,0.039104264501308134,0.16915023609225374,0.1076099381560772
19,0.04369141494925014,0.1244775439414177,0.9658867597798464,0.9780391187330346,0.7720646169301495,0.08665661235687794,0.046051346938352805,0.10431895631144997,0.9589492333357821,0.979505401726133,0.768535830117386,0.0762938089254999
20,0.057243913566018885,0.07696336647438837,0.9937210682497387,0.9937542396660533,0.8471015595045248,0.19408103014233294,0.05140436651742284,0.05972399688459805,0.9924808649869341,0.9692716803323176,0.8324491643876507,0.14776009128237713
21,0.9392397114209935,0.8572381052017387,0.9754095722195271,0.9685100192879008,0.8994492421109691,0.8782139922744814,0.9010336326697611,0.7475779875254037,0.9508700215397589,0.9747335929067893,0.9026172416771379,0.8786336296386916
22,0.06576632990395435,0.47052755782634703,0.022014783183452086,0.0473512639779905,0.08213365312430135,0.19090482203599657,0.04546191041880429,0.32823610366070155,0.01846801444405999,0.02798386285489317,0.08581781954498818,0.18763177815460974
